name,price,property_type,bedrooms,bathrooms,sqm,year_built,features,city,governorate,address,description
Latin City,"7,536,000 EGP","Residential, Apartment",4,0,231.0,2022,"['Elevator(s)', 'Other', '24 Hour Security', 'Gate Community', 'Security Gate', 'Electricity Available']",North Coast,Matrouh,Building Z6CL1160 Floor 3rd Unit LC660104 Latin City North Coast  Matrouh Egypt,"The Latin District is an expansion of the Alexandrian/Latin districts persona in terms of scenic greenery and characteristic architectural designs. The project is built on 404 acers and includes residential buildings with different designs inspired by the Mediterranean design with spaces ranging from 55 to 250 m2 per unit. The Latin District is built on the vital spots in New Alamein, it is situated to overlook various scenery, one of the clusters overlook the lake and the other cluster's overlook other scenic features. Also, the Latin District has a range of fun features specifically designed to meet all the social needs of your family."
Latin City,"7,326,000 EGP","Residential, Apartment",3,0,206.0,2022,"['Elevator(s)', 'Other', '24 Hour Security', 'Gate Community', 'Security Gate']",North Coast,Matrouh,Building Z6CL0429 Floor 4th floor Unit LC629402 Latin City North Coast  Matrouh Egypt,"The Latin District is an expansion of the Alexandrian/Latin districts persona in terms of scenic greenery and characteristic architectural designs. The project is built on 404 acers and includes residential buildings with different designs inspired by the Mediterranean design with spaces ranging from 55 to 250 m2 per unit. The Latin District is built on the vital spots in New Alamein, it is situated to overlook various scenery, one of the clusters overlook the lake and the other cluster's overlook other scenic features. Also, the Latin District has a range of fun features specifically designed to meet all the social needs of your family."
Mazarine Apartment,"26,121,000 EGP","Residential, Apartment",3,3,252.91,2022,"['Elevator(s)', 'Other', '24 Hour Security', 'Gate Community', 'Security Gate']",North Coast,Matrouh,Building MZAB7 Floor 7 Unit B72RA71 Mazarine Apartment North Coast  Matrouh Egypt,"The name ‘Mazarine’ came to fruition based on the residential compound’s greatest asset: being surrounded by the deepest shades of a blue lagoon. Located within New Alamein City’s first phase, Mazarine stretches across 707 feddan offering a variety of residential projects that include villas, twin villas, chalets and apartments as well as commercial zones. Surrounded with glimmering sandy beaches, accessible lagoons and an array of sports, leisure and entertainment facilities.   The Mazarine community is complimented with breathtaking views overlooking The Gate and North Edge Towers and adjacent to North Square."
PODIA,"13,952,000 EGP","Commercial, Office",0,0,97.0,2025,"['Other', '24 Hour Security', 'Fire Alarm', 'Gate Community']",Cairo,Cairo,Floor 17th Unit MPO-1704-A Bin ZayedNorth PODIA Cairo Cairo Egypt,"Launched by Menassat Developments in cooperation with the engineering consultant Pinnacle Egypt, Podia Tower is one of the tallest commercial, administrative and medical towers at Downtown New Capital (Touristic District), occupying a total area of 19,782 meters and encompassing 25 floors, 3 basements and a ground floor.Podia Tower is located directly on the northern axis of Mohammed Bin Zayed, in close proximity to the Central Business District and only a few minutes away from Al Massa Hotel. To the northeast of the tower are the Ministry Quarter, Parliament Building and government agencies & institutions. The tower is also privileged with views of the Green River and the Central Park. From the south, Podia Tower enjoys a full panoramic view of the Embassies neighborhood."
Beachfront Tower - B1,"46,198,000 EGP","Residential, Apartment",3,3,319.0,2025,['Other'],Mersa Matruh,Matrouh,Building BTB1 Floor 24th floor Unit BTB1245 Beachfront Tower - B1 Mersa Matruh (k) Matrouh Egypt,"Explore a lifestyle that allows you to have your work office set close to all amenities that create the work-life balance you aspire for. Mazarine Hub, a great business district, introduces office buildings, retail spaces and F&B, set in the core of all Mazarine projects. Beachfront Towers bring a podium of four floors, with a wide range of local and international brand name retail shops with capacious terraces, overlooking the crystalline sea. Its deck is designed to have outdoor greenery, landscape, gardens, pools & water features."
Maspero mall,"19,193,000 EGP","Commercial, Retail Building/Mall",0,0,124.0,2023,"['Other', '24 Hour Security', 'Electricity Available']",Cairo,Cairo,Building MM Floor Ground floor Unit MMRTG25B Maspero mall Cairo Cairo Cairo Egypt,"Maspero Mall is a unique destination for retail and lifestyle experiences in the heart of Cairo. Situated in Maspero Triangle, Maspero Mall is an icon of downtown Cairo offering unforgettable shopping experiences, delicious cuisines and a variety of distractions that will leave you entertained. Drawing on a heritage that stretches back thousands of years, Maspero Mall seeks to mark a new era of modern experiences to delight future generations ahead."
Mazarine Apartment,"12,844,000 EGP","Residential, Apartment",3,3,230.0,2022,"['Elevator(s)', 'Other', '24 Hour Security', 'Gate Community', 'Water Available']",North Coast,Matrouh,Building MZTF29 Floor 5 Unit MZTF2941 Mazarine Apartment North Coast  Matrouh Egypt,"The name ‘Mazarine’ came to fruition based on the residential compound’s greatest asset: being surrounded by the deepest shades of a blue lagoon. Located within New Alamein City’s first phase, Mazarine stretches across 707 feddan offering a variety of residential projects that include villas, twin villas, chalets and apartments as well as commercial zones. Surrounded with glimmering sandy beaches, accessible lagoons and an array of sports, leisure and entertainment facilities.   The Mazarine community is complimented with breathtaking views overlooking The Gate and North Edge Towers and adjacent to North Square."
Zahya,"25,970,000 EGP","Residential, Villa",5,0,740.0,2025,"['Lobby', '24 Hour Security', 'Electricity Available']",Mansoura,Dakahlia,Building ZH75 Floor Ground Unit ZH4C75 Zahya Mansoura (m) Dakahlia Egypt,"As the pioneering real estate company building a residential project in New Mansoura City, we are excited to see the future come to life with a project bound to flourish amidst the promising new capital of the Delta. With a vow of a new future equipped with technological advancements, trade, commercial and retail opportunities ZAHYA will only provide more clarity for the vision of this new city by housing its residents in homes that provide complete living experiences."
Latin City,"6,118,000 EGP","Residential, Apartment",2,1,126.0,2025,"['24 Hour Security', 'Other']",North Coast,Matrouh,Building LC402 Floor 4 Unit LC402409 Latin City North Coast  Matrouh Egypt,"The Latin District is an expansion of the Alexandrian/latin districts persona in terms of scenic greenery and characteristic archetectural designs. The project is built on 404 acers and includes residential buildings with  different designs inspired by the mediterainian design with spaces ranging from 55 to 250 m2 per unit. The Latin District is built on the vital spots in New Alamein, it is situated to overlook variouse scenery, one of the clusters overlook the lake and the other clustors overlook other scenic features. Also, the Latin District has a range of fun features specifically designed to meet all the social needs of your familly."
Latin City,"8,286,000 EGP","Residential, Apartment",4,0,233.0,2022,"['Other', '24 Hour Security', 'Gate Community', 'Water Available']",North Coast,Matrouh,Building Z6CL0430 Floor Ground Unit LC630304 Latin City North Coast  Matrouh Egypt,"Latini by Saudi Egyptian Developers (SED) – New AlameinIl Latini is a distinguished residential project by Saudi Egyptian Developers (SED), located in the heart of New Alamein City. Inspired by classical European architecture, the development combines timeless elegance with modern living standards.The project features a wide selection of fully finished apartments and studios, designed to suit various lifestyles. Each unit reflects attention to detail, quality materials, and a sophisticated aesthetic.Strategically positioned near key landmarks such as the Downtown area, the university district, and the North Coast towers, Il Latini offers residents a vibrant community experience with easy access to everything they need.Whether you're looking for a holiday retreat or a smart investment opportunity, Il Latini delivers comfort, class, and convenience—all in one address."
